codigo;descricao;fabricacao;bitola;unidade 
WD-G1-A5;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  0,6/1kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 5, ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL NA COR AZUL , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 10 mm2;m 
WD-G1-A6;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  0,6/1kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 5, ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL NA COR AZUL , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 16 mm2;m 
WD-G1-A7;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  0,6/1kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 5, ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL NA COR AZUL , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 25 mm2;m 
WD-G1-A8;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  0,6/1kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 5, ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL NA COR AZUL , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 35 mm2;m 
WD-G1-B1;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  0,6/1kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 5, ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL NA COR AZUL , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 50 mm2;m 
WD-G1-B2;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  0,6/1kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 5, ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL NA COR AZUL , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 70 mm2;m 
WD-G1-B3;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  0,6/1kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 5, ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL NA COR AZUL , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 95 mm2;m 
WD-G1-C1;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  0,6/1kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 5, ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL NA COR AZUL , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 120 mm2;m 
WD-G1-C2;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  0,6/1kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 5, ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL NA COR AZUL , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 150 mm2;m 
WD-G1-C3;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  0,6/1kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 5, ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL NA COR AZUL , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 185 mm2;m 
WD-G1-C4;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  0,6/1kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 5, ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL NA COR AZUL , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 240 mm2;m 
WC-43-A7;CABO DE POTÊNCIA MULTILEXADO DUPLEX AUTO SUSTENTADO,  2 CONDUTORES EM ALUMÍNIO (FASE) EM TORNO DE UM CABO NU EM LIGA DE ALUMÍNIO, CLASSE DE  ENCORDOAMENTO 2 COMPACTA. ISOLAÇÃO EM COMPOSTO POLIETILENO PE, CLASSE TÉRMICA 90ºC, NA  COR  PRETA.;PRYSMIAN OU SIMILAR;2x1x25+25;m 
WC-44-A5;CABO DE POTÊNCIA MULTILEXADO QUADRUPLEX AUTO SUSTENTADO,  3 CONDUTORES EM ALUMÍNIO (FASE) EM TORNO DE UM CABO NU EM LIGA DE ALUMÍNIO, CLASSE DE  ENCORDOAMENTO 2 COMPACTA. ISOLAÇÃO EM POLIETILENO RETICULADO XLPE, CLASSE TÉRMICA 90ºC, NAS CORES PRETA, CINZA, VERMELHA.;PRYSMIAN OU SIMILAR;3x1x10+10;m 
WC-44-A6;CABO DE POTÊNCIA MULTILEXADO QUADRUPLEX AUTO SUSTENTADO,  3 CONDUTORES EM ALUMÍNIO (FASE) EM TORNO DE UM CABO NU EM LIGA DE ALUMÍNIO, CLASSE DE  ENCORDOAMENTO 2 COMPACTA. ISOLAÇÃO EM POLIETILENO RETICULADO XLPE, CLASSE TÉRMICA 90ºC, NAS CORES PRETA, CINZA, VERMELHA.;PRYSMIAN OU SIMILAR;3x1x16+16;m 
WC-44-A7;CABO DE POTÊNCIA MULTILEXADO QUADRUPLEX AUTO SUSTENTADO,  3 CONDUTORES EM ALUMÍNIO (FASE) EM TORNO DE UM CABO NU EM LIGA DE ALUMÍNIO, CLASSE DE  ENCORDOAMENTO 2 COMPACTA. ISOLAÇÃO EM POLIETILENO RETICULADO XLPE, CLASSE TÉRMICA 90ºC, NAS CORES PRETA, CINZA, VERMELHA.;PRYSMIAN OU SIMILAR;3x1x25+25;m 
WC-44-A8;CABO DE POTÊNCIA MULTILEXADO QUADRUPLEX AUTO SUSTENTADO,  3 CONDUTORES EM ALUMÍNIO (FASE) EM TORNO DE UM CABO NU EM LIGA DE ALUMÍNIO, CLASSE DE  ENCORDOAMENTO 2 COMPACTA. ISOLAÇÃO EM POLIETILENO RETICULADO XLPE, CLASSE TÉRMICA 90ºC, NAS CORES PRETA, CINZA, VERMELHA.;PRYSMIAN OU SIMILAR;3x1x35+70;m 
WC-44-B1;CABO DE POTÊNCIA MULTILEXADO QUADRUPLEX AUTO SUSTENTADO,  3 CONDUTORES EM ALUMÍNIO (FASE) EM TORNO DE UM CABO NU EM LIGA DE ALUMÍNIO, CLASSE DE  ENCORDOAMENTO 2 COMPACTA. ISOLAÇÃO EM POLIETILENO RETICULADO XLPE, CLASSE TÉRMICA 90ºC, NAS CORES PRETA, CINZA, VERMELHA.;PRYSMIAN OU SIMILAR;3x1x50+70;m 
WC-44-B2;CABO DE POTÊNCIA MULTILEXADO QUADRUPLEX AUTO SUSTENTADO,  3 CONDUTORES EM ALUMÍNIO (FASE) EM TORNO DE UM CABO NU EM LIGA DE ALUMÍNIO, CLASSE DE  ENCORDOAMENTO 2 COMPACTA. ISOLAÇÃO EM POLIETILENO RETICULADO XLPE, CLASSE TÉRMICA 90ºC, NAS CORES PRETA, CINZA, VERMELHA.;PRYSMIAN OU SIMILAR;3x1x70+70;m 
WE-E5-A2;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C2,5 + 1x1C2,5NC;m 
WE-E5-A3;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C4 + 1x1C4NC;m 
WE-E5-A4;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C6 + 1x1C6NC;m 
WE-E5-A5;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C10 + 1x1C10NC;m 
WE-E5-A6;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C16 + 1x1C16NC;m 
WE-E5-A7;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C25 + 1x1C16NC;m 
WE-E5-A8;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C35 + 1x1C16NC;m 
WE-E5-B1;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C50 + 1x1C25NC;m 
WE-E5-B2;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C70 + 1x1C35NC;m 
WE-E5-B3;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C95 + 1x1C50NC;m 
WE-E5-C1;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C120 + 1x1C70NC;m 
WE-E5-C2;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C150 + 1x1C95NC;m 
WE-E5-C3;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C185 + 1x1C95NC;m 
WE-E5-D1;CABO DE POTÊNCIA TRIPOLAR COM CONDUTOR CONCÊNTRICO, CLASSE DE TENSÃO 0,6/1kV, CONDUTORES DE FASE COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, CLASSE DE ENCORDOAMENTO 5, CONDUTOR CONCÊNTRICO(NEUTRO) EM FIOS DE COBRE APLICADOS HELICOIDALMENTE, BLINDAGEM EM FITA DE COBRE COM ESPESSURA MÍNIMA DE 0,7mm, APLICADO HELICOIDALMENTE. ISOLAÇÃO EM COMPOSTO TERMOFIXO EPR E COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC FLEXÍVEL SEM CHUMBO, NA COR PRETA, TEMPERATURA 90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;3x1C240 + 1x1C120NC;m 
WE-E1-A7;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  3,6/6kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 2, ISOLAÇÃO EM COMPOSTO TERMOFIXO DE BORRACHA HEPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC NA COR PRETA , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 25 mm2;m 
WE-E1-A8;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  3,6/6kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 2, ISOLAÇÃO EM COMPOSTO TERMOFIXO DE BORRACHA HEPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC NA COR PRETA , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 35 mm2;m 
WE-E1-B1;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  3,6/6kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 2, ISOLAÇÃO EM COMPOSTO TERMOFIXO DE BORRACHA HEPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC NA COR PRETA , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 50 mm2;m 
WE-E1-B2;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  3,6/6kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 2, ISOLAÇÃO EM COMPOSTO TERMOFIXO DE BORRACHA HEPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC NA COR PRETA , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 70 mm2;m 
WE-E1-B3;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  3,6/6kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 2, ISOLAÇÃO EM COMPOSTO TERMOFIXO DE BORRACHA HEPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC NA COR PRETA , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 95 mm2;m 
WE-E1-C1;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  3,6/6kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 2, ISOLAÇÃO EM COMPOSTO TERMOFIXO DE BORRACHA HEPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC NA COR PRETA , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 120 mm2;m 
WE-E1-C2;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  3,6/6kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 2, ISOLAÇÃO EM COMPOSTO TERMOFIXO DE BORRACHA HEPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC NA COR PRETA , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 150 mm2;m 
WE-E1-C3;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  3,6/6kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 2, ISOLAÇÃO EM COMPOSTO TERMOFIXO DE BORRACHA HEPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC NA COR PRETA , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 185 mm2;m 
WE-E1-D1;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  3,6/6kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 2, ISOLAÇÃO EM COMPOSTO TERMOFIXO DE BORRACHA HEPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC NA COR PRETA , TEMPERATURA  90ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 240 mm2;m 
WF-A1-A7;CABO DE POTÊNCIA SINGELO, CLASSE DE TENSÃO  6/10kV, COMPOSTO DE FIOS DE COBRE NU, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 2, ISOLAÇÃO EM COMPOSTO TERMOFIXO DE BORRACHA HEPR, COBERTURA EM COMPOSTO TERMOPLÁSTICO DE PVC NA COR PRETA , TEMPERATURA  105ºC EM SERVIÇO.;PRYSMIAN OU SIMILAR;1 x 25 mm2;m 
